CD20	CD24	CD27	CD38	IgD	id
6713	1546	753	1490	2429	1545	1
6714	1728	776	1396	2596	1600	1
6715	3352	696	1	2734	1690	2
6720	905	641	553	2205	1572	1
6725	1500	679	557	3054	1414	1
6727	1543	597	1337	2263	1673	1
6728	3202	1471	83	2348	1740	2
6729	3223	1140	122	2056	1334	2
6730	3185	1775	1	2084	1751	2
6731	1378	619	658	2710	1553	1
6736	1413	557	895	2753	1564	1
6737	3164	1098	306	2194	1805	2
6739	1287	306	187	2863	1189	1
6740	1327	468	1374	2302	1492	1
6741	1757	454	87	3244	1071	1
6742	1267	720	947	2721	1618	1
6743	3126	1922	477	1919	1711	2
6746	1595	679	413	2848	1617	1
6747	947	615	836	2675	1443	1
6753	2988	882	250	2017	1802	2
6754	3241	1662	1	2164	1729	2
6756	3198	649	1	2113	1560	2
6757	1063	615	799	3061	818	1
6759	1494	463	928	2284	1534	1
6761	1467	468	233	2961	1422	1
6763	3246	1402	302	2160	1425	2
6766	1287	772	293	3063	1530	1
6768	1552	549	671	2936	1597	1
6771	1403	553	395	2676	1431	1
6772	1183	404	737	2742	1457	1
6774	1378	477	311	3079	1560	1
6775	941	404	832	2769	1606	1
6776	969	645	928	2906	1668	1
6779	3199	1191	1	1694	1661	2
6780	1724	355	941	3049	1189	1
6782	972	671	513	2490	1575	1
6783	854	468	912	2349	1333	1
6784	829	571	745	2734	1556	1
6785	3349	2086	1	1644	1788	2
6788	3063	1472	1	2485	1444	2
6789	1325	499	628	3037	1585	1
6790	1602	522	768	3002	1246	1
6791	922	871	1367	2976	1512	1
6797	1604	588	745	2878	1528	1
6799	1450	654	615	2223	1687	1
6800	925	679	733	2893	1657	1
6801	1053	995	980	2364	1754	1
6803	977	760	2155	2876	1444	1
6805	1524	753	934	2131	1559	1
6807	1172	237	645	2466	1467	1
6808	3017	784	1	2047	1710	2
6810	1305	544	1091	2971	1502	1
6812	692	400	847	1628	1408	1
6813	1078	472	645	2361	1644	1
6815	1258	431	386	3093	1615	1
6817	3256	1806	1	1377	1740	2
6820	1302	584	733	1677	1476	1
6821	1239	522	418	2055	944	1
6823	1558	413	499	2689	1563	1
6824	1007	418	772	2323	1327	1
6825	1638	267	320	2216	1546	1
6826	1308	909	1093	1894	1802	1
6827	3157	1921	146	1048	2049	2
6829	1276	704	679	2985	1533	1
6831	950	440	2672	2430	1425	1
6833	1257	566	445	2793	1605	1
6835	1469	346	588	2697	1472	1
6836	1484	562	704	2776	1604	1
6839	1187	495	1391	2893	1530	1
6842	1593	517	391	2832	1524	1
6847	1699	391	593	2932	1443	1
6849	1479	566	517	2869	1058	1
6850	3361	1607	1	2484	1860	2
6852	1117	584	267	2202	1528	1
6853	768	342	477	2661	1307	1
6858	3327	1608	1	2033	1902	2
6860	1343	522	531	2313	1414	1
6862	1676	436	463	2937	1542	1
6864	2777	1974	768	2458	1902	2
6865	696	623	517	2006	1582	1
6866	829	606	580	2784	1112	1
6867	3436	1334	1	2397	1707	2
6869	1349	400	2389	2147	1611	1
6870	1730	580	623	2378	1537	1
6871	1237	645	513	2433	1481	1
6873	1185	535	41	3361	1475	1
6876	2807	1162	75	1827	1478	2
6877	1611	818	832	3022	1484	1
6878	1251	741	829	2593	1367	1
6879	3318	1191	1	2148	1403	2
6880	3210	756	1	716	1593	2
6883	1168	588	847	2586	1612	1
6884	1124	654	675	2943	1162	1
6887	1658	850	311	3074	944	1
6888	1509	683	780	2570	1636	1
6890	1423	619	588	2858	1432	1
6891	1480	696	477	2210	1489	1
6895	760	499	692	2311	1368	1
6897	3127	1001	134	1934	1673	2
6899	1151	764	522	2648	1448	1
6900	3101	1352	250	2190	1524	2
6902	3259	928	52	1818	1426	2
6906	1488	810	75	2935	1387	1
6911	3274	1885	1	2043	1849	2
6912	1395	468	346	2918	1619	1
6913	1409	683	490	2503	1582	1
6914	1526	606	513	2683	1582	1
6916	1308	449	788	2905	1563	1
6917	810	636	495	1884	1402	1
6918	1191	477	368	1784	1216	1
6919	1115	628	983	2703	1660	1
6921	1205	696	395	3028	1093	1
6922	3222	2088	19	1994	1765	2
6924	1135	623	928	2280	1743	1
6928	1103	882	641	2126	1598	1
6929	1162	679	666	2888	1389	1
6930	1541	649	535	2399	1627	1
6932	3369	1537	1	2189	1644	2
6933	2836	1023	1	2102	1242	2
6934	1299	526	459	2562	1399	1
6935	3348	724	1	1417	1863	2
6936	1151	418	1088	2233	1378	1
6937	3050	1269	187	1996	1660	2
6938	2998	1668	56	2134	1702	2
6939	959	623	377	2437	1378	1
6940	3009	1249	1	1967	1779	2
6941	3181	2039	114	1374	1486	2
6942	1026	566	899	2109	1589	1
6944	1018	575	540	2781	1632	1
6945	1026	413	588	2055	1391	1
6946	2733	1864	254	2594	1483	2
6951	1122	504	526	2000	1488	1
6952	1656	298	623	2300	1776	1
6955	915	540	1341	2334	1498	1
6956	2950	683	1	1313	1627	2
6957	1050	477	619	2798	1592	1
6960	1692	513	1628	2246	1814	1
6961	3675	1357	1	2549	1789	2
6963	925	459	418	2107	1155	1
6965	2867	1419	68	2072	1408	2
6967	2956	1018	1	1687	1656	2
6968	1543	468	708	1409	1480	1
6973	1029	687	355	2222	1289	1
6974	2360	513	2451	3141	1577	1
6977	737	549	675	2590	1359	1
6978	700	645	895	2577	1519	1
6979	1061	675	584	1155	1635	1
6980	1500	593	522	2876	1281	1
6983	1339	508	531	2848	1386	1
6987	1471	549	377	2917	1379	1
6988	1751	825	658	3007	1750	1
6990	1669	395	1506	2450	1507	1
6995	3425	733	1	8	1759	2
6997	628	623	700	1932	1287	1
6999	3539	1548	1	1911	1739	2
7000	1155	745	641	2326	1536	1
7003	1589	495	404	2766	1336	1
7005	1367	658	580	2783	1294	1
7007	1497	632	871	2653	1520	1
7009	1483	557	915	2166	1565	1
7010	1237	427	1809	2891	1327	1
7012	3264	1703	1	2263	1915	2
7013	1042	615	1009	2702	1580	1
7014	1492	571	692	2799	1554	1
7017	992	477	364	2938	1507	1
7018	3059	1676	1	2316	1546	2
7021	1459	729	468	2872	1435	1
7022	928	806	829	2605	1596	1
7023	3424	1643	1	2614	2130	2
7026	1481	481	431	2993	1467	1
7027	1162	431	333	1367	1550	1
7028	1394	606	445	3142	1546	1
7031	2755	549	220	1880	1527	2
7032	1499	557	784	2762	1622	1
7033	3334	2024	158	1021	1547	2
7034	1432	544	645	2570	1274	1
7035	956	666	588	3122	1325	1
7036	878	513	671	2381	1546	1
7037	1299	445	712	2510	1264	1
7040	1458	472	549	2924	1265	1
7041	1574	513	962	2387	1607	1
7046	1076	463	544	1780	1387	1
7047	3064	836	204	1367	1605	2
7048	1423	692	965	2758	1441	1
7050	1622	333	658	2556	1276	1
7051	1486	254	440	2559	1226	1
7054	3035	1088	1	2115	1713	2
7055	733	562	333	2763	1577	1
7057	704	337	619	2288	1500	1
7058	1346	737	549	2242	1419	1
7059	1189	386	679	2706	1257	1
7061	1029	649	683	2087	1269	1
7062	1774	575	1050	2461	1536	1
7063	1558	745	847	2808	1767	1
7064	1689	504	741	3144	1153	1
7067	1282	588	941	2808	1644	1
7069	829	580	645	2654	1577	1
7071	1367	712	716	2700	1594	1
7072	1454	364	760	3113	1235	1
7074	1210	315	784	2686	1403	1
7075	3234	1133	1	2006	1941	2
7077	1160	566	712	2814	1417	1
7078	2767	947	1	1865	1339	2
7080	1142	645	645	2423	1413	1
7082	1207	449	737	2516	1419	1
7083	2785	1160	216	1400	1327	2
7084	1316	623	1264	2652	1583	1
7085	1282	566	825	2650	1548	1
7086	2923	1004	1	1386	1349	2
7087	1311	355	610	2307	1513	1
7088	3176	1890	1	436	1467	2
7089	1379	540	522	2155	1608	1
7090	1486	950	799	2081	1605	1
7091	1470	953	875	2638	1593	1
7093	3111	1884	298	1861	1662	2
7097	3300	1021	1	2101	1729	2
7098	1766	490	499	2744	1548	1
7099	861	632	692	2176	1361	1
7101	1233	708	1274	2698	1509	1
7105	1552	566	566	2889	1133	1
7112	2974	1496	311	2056	2036	2
7113	1657	495	337	2497	1284	1
7115	3004	821	1	1456	975	2
7117	1295	549	700	2426	1305	1
7120	784	854	513	2238	1615	1
7121	1688	571	623	2645	1415	1
7122	3308	1573	1	2559	2022	2
7123	1483	593	2601	2993	1277	1
7124	1435	368	481	3065	1325	1
7125	1058	733	700	2686	1533	1
7129	2761	1115	199	1823	1927	2
7131	3010	1703	1	1945	925	2
7132	1237	868	1160	2831	1595	1
7135	1277	562	229	2861	1319	1
7137	3240	1396	91	2406	1727	2
7138	1796	597	513	3130	1452	1
7143	1295	459	477	2196	1371	1
7145	3040	1153	60	1930	1940	2
7146	3161	675	1	1903	1583	2
7147	1387	499	602	2948	1454	1
7148	1235	481	662	2864	1682	1
7149	1115	368	463	1840	1300	1
7150	3146	2195	212	1920	1905	2
7153	1391	409	225	2612	1382	1
7154	1515	324	1048	2984	1537	1
7155	972	445	276	2293	1290	1
7160	1270	391	671	2601	1497	1
7161	1155	632	636	2564	1402	1
7162	662	517	795	1942	1344	1
7163	1655	499	712	2582	1524	1
7167	3276	1029	440	2047	1474	2
7169	1337	526	861	2925	1608	1
7170	1018	641	1479	2166	1590	1
7171	1103	517	737	2370	1464	1
7173	1240	679	1050	2242	1359	1
7175	1615	395	134	2693	1368	1
7178	1311	575	610	2630	1466	1
7179	1457	225	575	1892	1551	1
7184	1258	315	575	3103	1374	1
7186	708	553	454	2538	1409	1
7187	2676	1382	229	1759	1379	2
7192	3187	1879	463	2170	1826	2
7194	864	431	571	2366	1381	1
7196	1294	382	857	2769	1617	1
7197	850	557	741	1882	1366	1
7198	1483	557	404	2683	1172	1
7199	1235	436	486	1564	1307	1
7200	3052	912	1	2084	1281	2
7201	1244	632	784	2443	1437	1
7202	1164	490	610	2857	1513	1
7205	1026	285	795	2715	1357	1
7206	1412	571	526	2170	1482	1
7207	1197	575	553	1738	1229	1
7208	1489	803	764	2460	1352	1
7214	1	1	3445	2588	1621	1
7217	918	947	580	3029	1592	1
7223	1409	696	427	2083	1516	1
7224	1328	780	504	2859	1602	1
7225	1676	649	522	2865	1549	1
7227	1633	364	259	2806	1162	1
7229	1185	1551	1205	1871	1993	1
7230	1426	654	687	2261	1611	1
7231	1524	413	580	2704	1354	1
7236	980	427	675	2514	1659	1
7238	724	404	753	2154	1276	1
7240	1458	580	632	2738	1609	1
7241	1026	517	328	2379	1535	1
7242	1110	490	795	2599	1242	1
7243	1475	386	472	2366	1453	1
7244	1363	431	696	3080	1322	1
7245	2765	1622	122	2123	1672	2
7247	1108	641	588	2704	1461	1
7249	1218	526	526	2586	1239	1
7250	3128	776	1	1827	1644	2
7253	2511	1349	463	1818	1622	2
7254	1350	526	854	2699	1513	1
7256	3020	1986	191	2229	1797	2
7257	1287	658	636	2647	1615	1
7259	3236	1407	549	2121	1839	2
7260	1375	557	928	2595	1482	1
7265	1439	75	2558	2445	1126	1
7266	1644	610	720	2698	1262	1
7267	1569	597	850	3027	1191	1
7269	1251	566	276	2644	1462	1
7270	1395	431	2032	2492	1445	1
7271	1395	490	645	3085	1226	1
7272	3202	1408	1	2157	1854	2
7274	1543	749	1023	2884	1352	1
7277	1174	486	799	2304	1333	1
7279	1479	553	495	3287	1517	1
7280	983	708	602	2317	1672	1
7281	3200	1613	571	2366	1765	2
7283	2848	1032	154	1160	1595	2
7284	3108	712	106	2247	1861	2
7285	3105	1153	373	2035	1726	2
7288	825	641	114	2324	1557	1
7289	1622	544	821	2855	1655	1
7291	1058	610	636	2037	1337	1
7292	1018	454	679	2853	1360	1
7294	944	225	597	2266	1331	1
7295	1674	513	580	2993	1553	1
7296	1973	285	3155	3357	1617	1
7297	1311	468	696	2319	1484	1
7298	1048	553	553	1472	1608	1
7299	1170	499	619	2577	1264	1
7300	1534	386	760	3319	1251	1
7301	2863	1570	1	2523	1408	2
7302	3004	1284	854	1853	1547	2
7304	1527	535	832	2968	1264	1
7308	1622	445	749	2595	1281	1
7309	1160	391	549	2455	1343	1
7310	1508	459	1386	2795	1395	1
7311	1366	588	364	2147	1550	1
7313	1566	571	704	3028	1608	1
7317	1635	571	320	2798	1513	1
7318	3137	1264	1	2792	1443	2
7320	1407	588	679	2365	1185	1
7322	1404	562	517	2301	1124	1
7323	1133	753	724	2471	1686	1
7324	905	753	784	2334	1398	1
7326	1484	472	445	2775	1554	1
7329	1126	654	87	2801	1257	1
7331	1713	302	481	2184	1480	1
7332	1319	791	1037	2428	1749	1
7333	2744	1630	229	1462	1244	2
7335	814	615	522	2724	1565	1
7337	810	619	584	2176	1308	1
7338	575	597	868	2783	1505	1
7340	1490	373	1058	2645	1591	1
7341	1026	404	454	3176	1324	1
7345	724	540	712	2777	1685	1
7346	1509	1083	938	1694	1262	1
7348	1037	1138	588	1970	1189	1
7350	3339	1555	1	2282	1800	2
7351	3415	1162	19	1983	1652	2
7355	1354	575	504	2719	1587	1
7358	1287	700	1590	3031	1337	1
7359	1463	477	549	2783	1451	1
7361	1430	486	818	2651	1786	1
7363	1287	463	495	2751	1533	1
7364	2769	2050	1	2579	1189	2
7366	3199	1135	610	2374	1498	2
7370	1191	575	337	2679	1386	1
7371	998	687	427	2695	1599	1
7374	1583	544	333	2689	1387	1
7379	1661	562	606	2928	1504	1
7381	1643	636	992	2846	1646	1
7383	1688	810	902	2902	1683	1
7384	1153	368	499	2349	1390	1
7388	3331	1635	696	2469	1767	2
7389	854	495	454	2934	1381	1
7390	1633	944	1434	2836	1742	1
7391	1246	645	662	2092	1237	1
7393	3253	1162	166	1586	2189	2
7395	1032	606	311	2665	1502	1
7398	3162	1596	1	2078	1654	2
7399	3372	1700	23	2370	1911	2
7400	1018	431	522	2410	1274	1
7401	1373	499	602	2889	1448	1
7402	658	553	687	2492	1386	1
7404	980	666	242	3005	1644	1
7405	1347	776	540	1975	1685	1
7406	892	531	499	2775	1387	1
7410	1240	806	818	2498	1627	1
7411	2907	1390	687	2296	1555	2
7412	2851	857	1	1224	1652	2
7413	1939	683	3148	3568	1483	1
7414	1322	400	472	2859	1503	1
7416	2595	1495	237	2027	1725	2
7418	2975	1599	756	2117	1733	2
7419	3303	1740	1	2281	1991	2
7420	1766	628	225	2755	1314	1
7422	3019	1526	19	1971	1934	2
7423	654	495	315	3011	1541	1
7425	2733	1438	1	2234	1550	2
7429	1053	1635	868	1565	1625	1
7432	3291	1240	377	1668	1705	2
7433	1026	436	658	1581	1600	1
7434	2731	857	183	1976	1542	2
7438	1377	472	427	2448	1490	1
7440	1622	418	2908	3508	1537	1
7441	1098	700	716	2265	1581	1
7442	1297	540	729	2014	1413	1
7445	983	477	508	2465	1402	1
7446	1149	645	311	1624	1373	1
7449	1442	468	998	2289	1485	1
7451	3188	1438	1	2449	1607	2
7452	1674	662	679	1476	1605	1
7455	2066	687	3106	2861	1697	1
7456	1149	535	495	2875	1379	1
7461	1105	499	683	2384	1560	1
7463	3277	878	114	2008	1657	2
7465	3324	1438	71	1988	2540	2
7466	1693	566	242	3354	1063	1
7467	1314	468	2078	2048	1520	1
7468	1378	562	2294	2917	1495	1
7469	3092	1461	795	2205	1742	2
7470	2870	1673	237	1871	1648	2
7472	1162	610	696	2940	1576	1
7476	3127	1373	593	2339	1798	2
7477	704	593	580	1667	1502	1
7478	1012	409	588	2957	1562	1
7479	1707	756	980	2798	1634	1
7480	959	666	795	2911	1459	1
7487	1045	386	975	1233	1435	1
7490	1168	377	712	2369	1584	1
7491	1410	280	868	2682	1390	1
7492	1007	628	889	2294	1496	1
7493	1604	645	895	2745	1552	1
7495	3433	1176	1	2310	1808	2
7496	1422	553	696	2889	1529	1
7498	3262	649	1	1885	1794	2
7501	3163	1201	328	1932	1836	2
7502	1279	675	683	1093	1538	1
7503	1274	571	409	2804	1444	1
7504	2912	741	1	1698	1511	2
7505	1269	571	606	2929	1582	1
7506	857	623	733	2253	1653	1
7507	885	504	566	2029	1470	1
7508	1287	504	829	2907	1637	1
7509	1203	662	902	2706	1419	1
7512	3427	2179	687	1782	2131	2
7514	3153	1510	1	2452	1698	2
7515	1297	267	712	2598	1300	1
7517	1394	499	2254	3269	1414	1
7518	1088	597	431	1751	1596	1
7519	1212	566	871	2145	1561	1
7520	1272	418	495	1839	1498	1
7522	1733	749	1096	2089	1763	1
7523	1068	449	404	2279	1736	1
7524	3294	459	302	1244	2103	2
7525	1101	427	517	1863	1537	1
7526	1695	593	377	3347	1441	1
7527	1226	588	481	3054	1585	1
7528	1439	662	843	2429	1730	1
7529	3208	772	142	2068	1779	2
7531	2976	666	134	2028	1255	2
7532	1435	895	912	2730	1711	1
7535	1717	549	2511	2074	1083	1
7536	3150	1985	1	2114	1631	2
7538	2312	1078	134	1798	1583	2
7540	1751	499	593	2355	1178	1
7542	1619	522	1281	2412	1475	1
7544	3220	1316	1	2145	1498	2
7547	1007	377	764	2677	1290	1
7551	3273	1686	593	2429	1894	2
7552	3010	654	311	1972	1153	2
7554	972	346	768	2315	1262	1
7559	1018	575	696	2083	1510	1
7560	3063	1133	12	610	1258	2
7563	2786	1412	87	1973	1512	2
7565	1078	704	1518	2686	1546	1
7567	1595	588	864	2491	1379	1
7568	1093	571	909	2694	1509	1
7571	3308	1327	272	2060	1825	2
7572	959	472	784	2494	1413	1
7575	3093	836	276	2409	1523	2
7578	1091	436	854	1908	1448	1
7580	3038	1379	1	1825	1547	2
7586	1012	628	716	1726	1404	1
7588	3116	1546	1	1826	1670	2
7590	959	553	658	2252	1515	1
7591	1558	615	687	3073	1382	1
7592	1151	440	337	2895	1445	1
7593	1653	508	675	3036	1505	1
7594	1216	463	649	2141	1405	1
7595	3436	1489	1	2200	1903	2
7597	1583	733	729	2593	1539	1
7598	1697	553	662	3009	1378	1
7600	1282	468	495	2314	1279	1
7602	1222	454	724	2394	1537	1
7604	2813	1001	272	195	1692	2
7608	3229	1694	1	2156	2022	2
7609	1600	557	395	3054	1390	1
7611	1004	302	675	2308	1423	1
7612	1178	575	395	2038	1371	1
7613	3166	1460	364	2250	1720	2
7614	1308	553	941	2813	1425	1
7615	850	413	1071	2705	1588	1
7616	1612	526	311	3109	1622	1
7618	1471	615	337	3149	1359	1
7619	619	562	1393	1979	1240	1
7620	2400	1201	557	1991	1577	2
7622	1037	495	562	2477	1463	1
7623	1639	276	1	3145	1352	1
7624	1653	580	593	2771	1587	1
7626	1608	749	468	2760	1554	1
7630	1540	628	712	2945	1524	1
7632	3247	1396	71	1689	1721	2
7633	1773	959	606	2879	1583	1
7635	1178	623	517	1763	1398	1
7640	749	662	821	2602	1460	1
7641	965	212	1339	2632	1311	1
7642	1267	522	843	2748	1443	1
7643	2928	729	162	1868	1083	2
7644	1751	566	64	3176	1374	1
7645	1634	418	395	3158	1364	1
7646	3174	1135	1	712	1925	2
7647	992	449	854	2193	1289	1
7650	1518	427	468	3093	1611	1
7651	1573	436	229	3158	1505	1
7652	1607	882	1571	2830	1687	1
7654	1485	724	696	2713	1267	1
7655	1556	671	584	2879	1441	1
7661	3307	1246	1	1451	1600	2
7664	1589	889	1029	2787	1511	1
7665	3250	1053	225	980	2109	2
7668	1138	400	737	1126	1616	1
7670	3209	1493	272	2080	1588	2
7671	3096	885	1	1500	1389	2
7672	1482	1001	1078	2714	1857	1
7674	1083	400	409	2534	1597	1
7675	3351	1224	285	2322	1696	2
7676	3437	508	1	597	1476	2
7677	1483	803	764	2682	1356	1
7680	1393	776	615	2098	1502	1
7682	1287	440	472	1864	1595	1
7686	628	649	535	2563	1470	1
7689	3157	1439	342	2442	1944	2
7692	902	346	557	1456	1572	1
7693	1593	409	885	2836	1571	1
7694	1048	404	969	2121	1610	1
7695	632	654	580	2415	1403	1
7697	2930	549	1	2188	1292	2
7698	1244	597	418	2922	1571	1
7699	847	557	756	2560	1639	1
7701	3050	1317	1	2700	760	2
7705	1244	400	2161	1673	1264	1
7706	1467	535	658	2603	1492	1
7707	847	468	737	2571	1686	1
7708	1527	337	918	2144	1350	1
7709	1262	427	449	2823	1502	1
7710	1138	806	905	2876	1584	1
7711	3084	606	158	1829	1226	2
7712	1228	760	2077	1917	1210	1
7713	1607	422	615	3216	1495	1
7714	1220	472	623	1500	1547	1
7716	1735	628	1061	2931	1555	1
7720	1486	602	1110	2484	1448	1
7722	1216	1021	1571	2806	1766	1
7723	1485	597	306	2529	1480	1
7724	1361	549	1496	2391	1604	1
7725	1636	445	302	3030	1402	1
7726	1321	741	386	2780	1494	1
7727	1546	535	1688	2522	1432	1
7732	1651	606	391	2975	1663	1
7735	1347	499	459	2767	1466	1
7737	1205	449	692	2015	1474	1
7738	2350	1105	499	1903	1553	2
7741	1425	575	675	2576	1574	1
7742	965	700	623	2365	1474	1
7744	602	593	658	2867	1438	1
7745	1436	373	320	2517	1166	1
7747	941	472	2726	2448	1333	1
7748	1176	588	671	2075	1520	1
7749	1359	364	679	2941	1618	1
7750	3209	1691	298	1721	1730	2
7751	1081	409	704	1220	1529	1
7756	3133	1582	1	1985	1758	2
7758	1356	615	671	2701	1628	1
7759	1290	821	791	2779	1585	1
7760	912	504	683	2797	1490	1
7761	1299	1018	1195	2865	1513	1
7762	1034	571	615	1510	1497	1
7763	3340	1228	15	1602	1705	2
7764	3030	2323	1	431	1837	2
7765	3306	1349	1	2017	1639	2
7766	1456	522	619	2671	1462	1
7767	3018	1456	1	1898	1499	2
7772	2597	1322	1	1764	1419	2
7775	1308	571	768	2701	1584	1
7777	1260	745	760	2985	1183	1
7778	1274	513	431	2840	1582	1
7779	2774	1866	902	2368	2118	2
7780	1510	486	737	2472	1469	1
7781	1071	490	508	2322	1537	1
7783	1468	641	1228	2355	1670	1
7784	1505	508	645	2419	1520	1
7786	1615	285	490	3230	1422	1
7789	3064	1110	199	2088	1693	2
7791	1300	641	459	2758	1636	1
7792	1698	632	1290	2869	1484	1
7793	1385	477	810	2207	1508	1
7795	1203	526	753	2346	1399	1
7796	2555	1441	199	2198	1360	2
7797	3087	1582	373	2596	1454	2
7798	1042	386	969	2842	1410	1
7803	3074	1096	1	1857	1373	2
7805	1513	499	486	2754	1344	1
7809	1105	544	386	2357	1475	1
7810	2770	1709	427	2288	1544	2
7811	3260	1836	71	2084	1877	2
7813	1430	892	776	2144	1666	1
7819	1782	427	875	2948	1330	1
7820	3410	2037	166	328	1235	2
7821	821	431	2169	2458	1552	1
7823	1644	580	983	2173	1248	1
7825	3165	1119	531	2029	1487	2
7826	1249	179	679	2592	1272	1
7828	1374	580	575	2745	902	1
7829	1516	597	791	2449	1379	1
7830	1708	602	619	3014	1631	1
7833	1443	588	1162	2365	1544	1
7837	3170	741	280	2272	2051	2
7838	1691	522	1325	2634	1313	1
7839	1248	436	1548	2213	1222	1
7840	1164	850	229	2370	1544	1
7841	1350	700	875	2520	1676	1
7842	3223	1034	60	1818	1773	2
7843	1103	671	2924	3052	1625	1
7844	1042	749	716	2695	1611	1
7845	3356	1903	1	2165	1073	2
7846	1699	799	391	3108	1504	1
7847	3219	1495	1	2237	1360	2
7848	2828	1185	571	1790	1481	2
7850	2998	1063	64	2231	1438	2
7852	1255	477	499	2721	1399	1
7853	1480	632	832	2481	1622	1
7854	1164	566	557	2032	1385	1
7857	1346	756	1264	2964	1748	1
7859	3186	2117	1	2248	1696	2
7861	1603	535	902	2553	1506	1
7862	1449	597	902	2977	1357	1
7865	788	741	868	2987	1646	1
7866	1605	508	566	1724	1516	1
7868	3189	1336	1	2085	1628	2
7870	3271	1307	463	1814	1590	2
7874	1115	649	436	3054	1643	1
7875	1292	566	134	3251	1574	1
7876	1453	513	654	2489	1510	1
7879	3301	1333	1	2140	1577	2
7880	1349	449	584	2780	1452	1
7881	2412	1001	142	1066	1741	2
7882	3185	1246	1	1649	1653	2
7883	1131	584	654	2553	1425	1
7885	1565	571	386	2471	1409	1
7887	3130	1061	588	2133	1769	2
7888	1195	118	737	2484	1405	1
7890	3172	1441	41	2343	1886	2
7892	1387	696	814	2879	1851	1
7894	3347	1697	1	2111	1694	2
7895	3353	1226	843	2430	2056	2
7896	2804	1550	1	2349	1646	2
7897	2863	1951	477	840	1585	2
7899	708	641	508	2425	772	1
7901	1509	628	162	3028	1523	1
7902	1371	431	436	2101	1587	1
7903	700	602	889	2909	1281	1
7904	3266	1144	1	2248	1505	2
7905	3161	1269	1	1601	1896	2
7908	3031	1623	263	1530	1451	2
7910	1462	544	333	2564	1464	1
7911	1752	580	154	2932	1409	1
7912	1279	508	2217	2432	1535	1
7913	3193	1984	19	2356	2137	2
7914	1314	373	619	2475	1126	1
7920	2708	1353	1	2261	1197	2
7921	2861	1758	98	2281	1558	2
7923	1359	436	741	2591	1378	1
7924	1600	840	1450	2712	1310	1
7925	3284	1235	1	2217	1654	2
7931	3169	1848	142	2272	1203	2
7932	1774	692	791	2940	1408	1
7933	355	311	3059	2984	1615	1
7934	1066	597	814	2730	1539	1
7936	1657	472	449	2845	1316	1
7937	1754	806	1032	2772	1405	1
7938	3420	975	130	2212	2048	2
7939	1671	522	756	2555	1404	1
7940	3174	1841	220	1647	1997	2
7944	1088	878	468	2951	1560	1
7946	1572	737	513	2022	1476	1
7947	3112	1488	1	2181	1410	2
7948	584	477	764	2579	1618	1
7950	992	333	662	2145	1479	1
7952	950	623	641	1887	1536	1
7954	3100	1377	34	1845	1721	2
7955	2719	1292	216	1944	1466	2
7961	3057	918	34	1704	1518	2
7962	3368	1321	1	2031	2218	2
7963	1459	772	463	2022	1592	1
7964	1399	619	409	2763	1557	1
7966	1525	468	580	2881	1385	1
7968	1346	463	508	2736	1088	1
7969	1693	320	459	2678	1602	1
7970	724	571	836	2526	1462	1
7971	1371	540	700	1402	1542	1
7972	1513	803	431	2063	1648	1
7973	3271	1042	716	2798	1900	2
7974	1613	535	1086	3341	1621	1
7977	1525	463	364	1726	1350	1
7978	1500	522	864	1986	1441	1
7979	959	593	1061	3018	1207	1
7980	3058	1371	162	2098	1544	2
7984	3191	1354	1	2127	1556	2
7985	1205	720	549	1462	1420	1
7986	1517	720	216	3019	1544	1
7988	756	477	892	2108	1711	1
7990	1093	692	610	2586	1445	1
7991	1479	915	1183	2612	1601	1
7993	1617	575	687	2687	1228	1
7994	1216	513	610	2504	1480	1
7996	902	628	1853	1940	1476	1
7997	3356	1617	233	2298	1928	2
7998	1368	237	2695	2541	1379	1
7999	1216	540	1843	2864	1078	1
8000	1632	720	549	2474	1381	1
8004	1632	517	486	2931	1055	1
8005	3089	1404	641	2218	1609	2
8007	1566	490	208	2600	1439	1
8009	1568	481	540	2639	1474	1
8011	1265	753	440	2098	1387	1
8016	918	658	992	2264	1663	1
8017	1110	636	449	2195	1597	1
8020	1486	829	649	3290	1590	1
8022	925	931	784	2982	1415	1
8023	975	436	1201	2815	1574	1
